ts_code,trade_date,turnover_rate_f,pe,pb
000300.SH,2021-06-29,1.14,15.85,1.72
000300.SH,2021-06-30,0.95,15.94,1.73
000300.SH,2021-07-01,1.16,15.96,1.73
000300.SH,2021-07-02,1.19,15.56,1.69
000300.SH,2021-07-05,1.2,15.59,1.69
000300.SH,2021-07-06,1.29,15.59,1.7
000300.SH,2021-07-07,1.37,15.71,1.71
000300.SH,2021-07-08,1.6,15.54,1.69
000300.SH,2021-07-09,1.47,15.48,1.68
000300.SH,2021-07-12,1.89,15.6,1.7
000300.SH,2021-07-13,1.53,15.63,1.71
000300.SH,2021-07-14,1.74,15.44,1.69
000300.SH,2021-07-15,1.67,15.59,1.71
000300.SH,2021-07-16,1.57,15.45,1.7
000300.SH,2021-07-19,1.41,15.48,1.7
000300.SH,2021-07-20,1.19,15.45,1.7
000300.SH,2021-07-21,1.55,15.54,1.71
000300.SH,2021-07-22,1.71,15.59,1.73
000300.SH,2021-07-23,2.0,15.45,1.71
000300.SH,2021-07-26,2.11,14.99,1.66
000300.SH,2021-07-27,2.18,14.54,1.61
000300.SH,2021-07-28,1.78,14.55,1.62
000300.SH,2021-07-29,1.6,14.75,1.64
000300.SH,2021-07-30,1.68,14.64,1.63
000300.SH,2021-08-02,2.1,14.99,1.67
000300.SH,2021-08-03,1.88,14.96,1.66
000300.SH,2021-08-04,1.62,15.06,1.68
000300.SH,2021-08-05,1.54,14.98,1.67
000300.SH,2021-08-06,1.42,14.91,1.66
000300.SH,2021-08-09,1.68,15.09,1.68
000300.SH,2021-08-10,1.54,15.26,1.7
000300.SH,2021-08-11,1.68,15.22,1.69
000300.SH,2021-08-12,1.55,15.13,1.68
000300.SH,2021-08-13,1.45,15.05,1.67
000300.SH,2021-08-16,1.49,15.05,1.67
000300.SH,2021-08-17,1.72,14.78,1.64
000300.SH,2021-08-18,1.81,14.97,1.66
000300.SH,2021-08-19,1.85,14.85,1.65
000300.SH,2021-08-20,1.63,14.63,1.62
000300.SH,2021-08-23,1.54,14.8,1.64
000300.SH,2021-08-24,1.81,14.94,1.66
000300.SH,2021-08-25,1.74,14.98,1.66
000300.SH,2021-08-26,1.81,14.72,1.63
000300.SH,2021-08-27,1.68,14.79,1.63
000300.SH,2021-08-30,2.01,14.75,1.61
000300.SH,2021-08-31,2.17,14.79,1.6
000300.SH,2021-09-01,3.1,15.0,1.62
000300.SH,2021-09-02,2.52,15.01,1.62
000300.SH,2021-09-03,2.52,14.96,1.62
000300.SH,2021-09-06,2.26,15.2,1.64
000300.SH,2021-09-07,2.3,15.38,1.66
000300.SH,2021-09-08,2.49,15.35,1.66
000300.SH,2021-09-09,2.41,15.38,1.66
000300.SH,2021-09-10,2.71,15.47,1.67
000300.SH,2021-09-13,2.35,15.47,1.67
000300.SH,2021-09-14,2.31,15.24,1.65
000300.SH,2021-09-15,1.77,15.11,1.64
000300.SH,2021-09-16,2.04,14.94,1.62
000300.SH,2021-09-17,1.9,15.04,1.63
000300.SH,2021-09-22,1.8,14.97,1.62
000300.SH,2021-09-23,2.14,15.05,1.63
000300.SH,2021-09-24,1.95,15.01,1.63
000300.SH,2021-09-27,2.03,15.07,1.63
000300.SH,2021-09-28,1.66,15.13,1.64
000300.SH,2021-09-29,1.77,14.96,1.62
000300.SH,2021-09-30,1.37,15.04,1.63
000300.SH,2021-10-08,1.59,15.24,1.65
000300.SH,2021-10-11,1.54,15.27,1.66
000300.SH,2021-10-12,1.58,15.12,1.64
000300.SH,2021-10-13,1.23,15.23,1.65
000300.SH,2021-10-14,1.12,15.16,1.64
000300.SH,2021-10-15,1.34,15.22,1.65
000300.SH,2021-10-18,1.33,15.09,1.64
000300.SH,2021-10-19,1.27,15.22,1.65
000300.SH,2021-10-20,1.33,15.17,1.64
000300.SH,2021-10-21,1.4,15.24,1.65
000300.SH,2021-10-22,1.35,15.29,1.66
000300.SH,2021-10-25,1.34,15.37,1.66
000300.SH,2021-10-26,1.33,15.31,1.65
000300.SH,2021-10-27,1.39,15.13,1.63
000300.SH,2021-10-28,1.48,14.99,1.61
000300.SH,2021-10-29,1.53,15.08,1.61
000300.SH,2021-11-01,1.64,15.03,1.58
000300.SH,2021-11-02,1.77,14.88,1.57
000300.SH,2021-11-03,1.37,14.82,1.56
000300.SH,2021-11-04,1.27,14.94,1.57
000300.SH,2021-11-05,1.41,14.85,1.56
000300.SH,2021-11-08,1.31,14.87,1.56
000300.SH,2021-11-09,1.13,14.86,1.56
000300.SH,2021-11-10,1.29,14.77,1.56
000300.SH,2021-11-11,1.53,14.99,1.58
000300.SH,2021-11-12,1.26,14.95,1.57
000300.SH,2021-11-15,1.16,14.93,1.57
000300.SH,2021-11-16,1.18,14.93,1.57
000300.SH,2021-11-17,1.01,14.94,1.57
000300.SH,2021-11-18,1.06,14.82,1.56
000300.SH,2021-11-19,1.18,14.98,1.58
000300.SH,2021-11-22,1.28,15.04,1.58
000300.SH,2021-11-23,1.43,15.05,1.58
000300.SH,2021-11-24,1.27,15.07,1.58
000300.SH,2021-11-25,1.08,15.0,1.58
000300.SH,2021-11-26,1.12,14.89,1.57
000300.SH,2021-11-29,1.24,14.85,1.56
000300.SH,2021-11-30,1.2,14.81,1.56
000300.SH,2021-12-01,1.14,14.87,1.56
000300.SH,2021-12-02,1.37,14.92,1.57
000300.SH,2021-12-03,1.33,15.05,1.58
000300.SH,2021-12-06,1.61,15.03,1.58
000300.SH,2021-12-07,1.66,15.11,1.59
000300.SH,2021-12-08,1.46,15.3,1.61
000300.SH,2021-12-09,2.04,15.53,1.63
000300.SH,2021-12-10,1.79,15.46,1.63
000300.SH,2021-12-13,1.98,16.71,1.74
000300.SH,2021-12-14,1.49,16.59,1.73
000300.SH,2021-12-15,1.41,16.46,1.72
000300.SH,2021-12-16,1.35,16.57,1.73
000300.SH,2021-12-17,1.4,16.34,1.7
000300.SH,2021-12-20,1.59,16.13,1.68
000300.SH,2021-12-21,1.34,16.25,1.69
000300.SH,2021-12-22,1.25,16.24,1.69
000300.SH,2021-12-23,1.31,16.36,1.71
000300.SH,2021-12-24,1.34,16.28,1.7
000300.SH,2021-12-27,1.16,16.27,1.7
000300.SH,2021-12-28,1.22,16.36,1.71
000300.SH,2021-12-29,1.06,16.15,1.68
000300.SH,2021-12-30,1.14,16.24,1.69
000300.SH,2021-12-31,1.14,16.3,1.7
